word,stem,onset,offset,word_freq
her,her,317.666,317.756,2067.8
petals,petals,317.756,318.356,3.9838
one,one,318.356,318.716,2720.8
by,by,318.716,318.976,5954.5
one,one,318.976,319.371,2720.8
she,she,319.68,320.065,1763.3
did,did,320.065,320.225,873.35
not,not,320.225,320.415,5726.1
want,want,320.415,320.625,262.95
to,to,320.625,320.725,24495
come,come,320.725,320.965,427.51
out,out,320.965,321.325,1327.1
all,all,321.325,321.585,2611.6
rumpled,rumpled,321.585,322.225,0.63218
like,like,322.225,322.485,898.72
the,the,322.485,322.555,67225
poppies,poppies,322.555,323.223,0.74215
she,she,323.627,324.072,1763.3
would,would,324.072,324.252,1864.7
only,only,324.252,324.582,1437.3
want,want,324.582,324.862,262.95
to,to,324.862,325.012,24495
appear,appear,325.012,325.442,144.31
in,in,325.442,325.582,21385
the,the,325.582,325.662,67225
full,full,325.662,326.372,249.99
radiance,radiance,326.372,326.962,2.6682
of,of,326.962,327.032,39205
her,her,327.032,327.202,2067.8
beauty,beauty,327.202,327.691,61.837
oh,oh,328.244,328.429,81.065
yes,yes,328.429,328.924,122.68
she,she,329.188,329.493,1763.3
was,was,329.493,329.663,6966.8
a,a,329.663,329.723,19384
very,very,329.723,330.103,945.6
flirtatious,flirtatious,330.103,331.033,0.35385
creature,creature,331.033,331.533,21.533
and,and,332.106,332.501,28654
her,her,332.501,332.621,2067.8
mysterious,mysterious,332.621,333.341,17.176
adornment,adornment,333.341,334.261,1.1743
had,had,334.261,334.481,3312.1
thus,thus,334.481,334.841,446.67
lasted,lasted,334.841,335.401,14.572
for,for,335.401,335.551,8286.8
days,days,335.551,336.221,297.7
and,and,336.221,336.421,28654
days,days,336.421,336.984,297.7
then,then,337.638,338.173,1105
one,one,338.173,338.613,2720.8
morning,morning,338.613,339.173,138.82
exactly,exactly,339.173,340.033,69.514
at,at,340.033,340.113,4321.7
sunrise,sunrise,340.113,340.927,4.4464
she,she,341.226,341.411,1763.3
suddenly,suddenly,341.411,341.941,73.465
showed,showed,341.941,342.311,87.113
herself,herself,342.311,342.766,101.69
and,and,343.314,343.759,28654
after,after,343.759,344.039,1015.7
having,having,344.039,344.379,324.58
worked,worked,344.379,344.789,90.96
with,with,344.789,344.939,6561.8
such,such,344.939,345.379,1392.8
care,care,345.379,345.809,213.43
and,and,345.809,345.969,28654
attention,attention,345.969,346.529,162.95
to,to,346.529,346.609,24495
detail,detail,346.609,347.219,61.366
she,she,347.219,347.699,1763.3
said,said,347.699,347.999,959.68
with,with,347.999,348.139,6561.8
a,a,348.139,348.219,19384
yawn,yawn,348.219,348.643,0.94683
oh,oh,349.605,349.77,81.065
i,i,349.77,350.09,4918.5
have,have,350.09,350.84,3516.4
only,only,350.84,351.12,1437.3
just,just,351.12,351.43,575
woken,woken,351.43,351.84,0.63317
up,up,351.84,352.129,1234.9
i,i,352.433,352.568,4918.5
do,do,352.568,352.748,1413.7
apologize,apologize,352.748,353.608,2.9362
i,i,353.608,353.708,4918.5
am,am,353.708,353.808,298.9
not,not,353.808,354.008,5726.1
yet,yet,354.008,354.168,377.42
presentable,presentable,354.168,354.922,0.55222
the,the,355.88,355.945,67225
little,little,355.945,356.195,560.69
prince,prince,356.195,356.645,68.37
couldn,could,356.645,356.925,1122.9
t,not,356.925,356.995,5726.1
restrain,restrain,356.995,357.505,6.0815
his,his,357.505,357.685,4572.3
admiration,admiration,357.685,358.444,16.647
you,you,359.228,359.323,2959.7
re,are,359.323,359.383,4685
so,so,359.383,359.773,1834.7
beautiful,beautiful,359.773,360.702,86.9
am,am,361.356,361.541,298.9
i,i,361.541,361.671,4918.5
not,not,361.671,362.315,5726.1
the,the,362.55,362.615,67225
flower,flower,362.615,363.115,27.276
responded,responded,363.115,363.815,19.379
sweetly,sweetly,363.815,364.419,2.2971
and,and,365.132,365.307,28654
i,i,365.307,365.407,4918.5
was,was,365.407,365.627,6966.8
born,born,365.627,365.857,114.32
at,at,365.857,365.957,4321.7
the,the,365.957,366.057,67225
same,same,366.057,366.407,790.7
moment,moment,366.407,366.827,170.72
as,as,366.827,366.947,7217.4
the,the,366.947,367.047,67225
sun,sun,367.047,367.547,108.29
the,the,368.579,368.644,67225
little,little,368.644,368.914,560.69
prince,prince,368.914,369.454,68.37
guessed,guessed,369.454,369.854,6.086
easily,easily,369.854,370.264,107.85
enough,enough,370.264,370.784,239.22
that,that,370.784,370.934,10130
she,she,370.934,371.074,1763.3
was,was,371.074,371.244,6966.8
not,not,371.244,371.564,5726.1
very,very,371.564,371.814,945.6
modest,modest,371.814,372.363,18.018
but,but,372.782,372.927,3535.3
how,how,372.927,373.187,797.72
moving,moving,373.187,373.777,76.891
she,she,373.777,374.067,1763.3
was,was,374.067,374.552,6966.8
it,it,375.645,375.78,7267.4
s,is,375.78,375.88,10615
time,time,375.88,376.27,1478.5
i,i,376.27,376.44,4918.5
think,think,376.44,376.77,357.41
for,for,376.77,376.93,8286.8
breakfast,breakfast,376.93,377.89,23.252
she,she,377.89,378.18,1763.3
added,added,378.18,378.45,132.65
an,an,378.45,378.53,3451.6
instant,instant,378.53,379.08,25.368
later,later,379.08,379.533,341.11
if,if,380.302,380.407,1981.4
you,you,380.407,380.557,2959.7
would,would,380.557,380.647,1864.7
have,have,380.647,380.907,3516.4
the,the,380.907,380.987,67225
kindness,kindness,380.987,381.647,15.275
to,to,381.647,381.737,24495
think,think,381.737,381.997,357.41
of,of,381.997,382.207,39205
my,my,382.207,382.476,1370.3
needs,needs,382.476,382.886,147.96
and,and,383.589,383.774,28654
the,the,383.774,383.834,67225
little,little,383.834,384.144,560.69
prince,prince,384.144,384.604,68.37
completely,completely,384.604,385.424,89.505
abashed,abashed,385.424,386.294,0.65755
having,having,386.294,386.654,324.58
gone,gone,386.654,386.934,103.8
to,to,386.934,387.034,24495
look,look,387.034,387.274,249.54
for,for,387.274,387.424,8286.8
a,a,387.424,387.484,19384
sprinkling,sprinkling,387.484,388.194,1.9662
can,can,388.194,388.524,2108.5
of,of,388.524,388.634,39205
fresh,fresh,388.634,389.094,64.241
water,water,389.094,389.576,449.89
tended,tended,389.951,390.296,22.734
to,to,390.296,390.466,24495
the,the,390.466,390.546,67225
flower,flower,390.546,390.985,27.276
and,and,391.494,391.999,28654
like,like,391.999,392.289,898.72
that,that,392.289,392.889,10130
she,she,392.889,393.039,1763.3
had,had,393.039,393.179,3312.1
soon,soon,393.179,393.519,203.43
begun,begun,393.519,393.849,42.348
to,to,393.849,393.949,24495
torment,torment,393.949,394.599,3.7039
him,him,394.599,394.729,1494.9
with,with,394.729,394.859,6561.8
her,her,394.859,395.019,2067.8
vanity,vanity,395.019,395.592,9.2521
one,one,396.241,396.746,2720.8
day,day,396.746,396.906,596.34
for,for,396.906,397.116,8286.8
example,example,397.116,397.766,396.92
speaking,speaking,397.766,398.326,74.37
of,of,398.326,398.446,39205
her,her,398.446,398.616,2067.8
four,four,398.616,398.996,332.94
thorns,thorns,398.996,399.606,2.907
she,she,399.606,399.786,1763.3
told,told,399.786,400.106,225
the,the,400.106,400.196,67225
little,little,400.196,400.426,560.69
prince,prince,400.426,400.904,68.37
let,let,401.438,401.623,293.13
them,them,401.623,401.883,1518.8
come,come,401.883,402.353,427.51
the,the,402.353,402.463,67225
tigers,tigers,402.463,403.153,2.8252
with,with,403.153,403.333,6561.8
their,their,403.333,403.533,2725.8
claws,claws,403.533,404.247,3.702
there,there,404.955,405.14,2055.7
aren,are,405.14,405.35,4685
t,not,405.35,405.42,5726.1
any,any,405.42,405.61,1245.4
tigers,tigers,405.61,406.05,2.8252
on,on,406.05,406.22,5817
my,my,406.22,406.39,1370.3
planet,planet,406.39,407,16.155
the,the,407.264,407.339,67225
little,little,407.339,407.589,560.69
prince,prince,407.589,407.979,68.37
objected,objected,407.979,408.573,8.9561
and,and,408.763,409.198,28654
tigers,tigers,409.198,409.668,2.8252
don,do,409.668,409.878,1413.7
t,not,409.878,410.028,5726.1
eat,eat,410.028,410.188,51.822
weeds,weeds,410.188,410.782,7.2228
i,i,411.475,411.64,4918.5
am,am,411.64,411.87,298.9
not,not,411.87,412.08,5726.1
a,a,412.08,412.18,19384
weed,weed,412.18,412.655,6.8889
the,the,412.939,413.004,67225
flower,flower,413.004,413.464,27.276
replied,replied,413.464,413.924,56.172
sweetly,sweetly,413.924,414.563,2.2971
please,please,415.147,415.462,57.348
forgive,forgive,415.462,415.782,12.633
me,me,415.782,415.997,1037.6
i,i,416.909,417.054,4918.5
do,do,417.054,417.174,1413.7
not,not,417.174,417.424,5726.1
fear,fear,417.424,417.744,105.12
tigers,tigers,417.744,418.514,2.8252
but,but,418.514,418.924,3535.3
i,i,418.924,419.014,4918.5
detest,detest,419.014,419.754,0.93804
drafts,drafts,419.754,420.677,4.5806
you,you,420.886,420.981,2959.7
wouldn,would,420.981,421.151,1864.7
t,not,421.151,421.201,5726.1
happen,happen,421.201,421.491,48.991
to,to,421.491,421.591,24495
have,have,421.591,421.801,3516.4
a,a,421.801,421.841,19384
screen,screen,421.841,422.71,40.171
detests,detests,423.478,424.153,0.22948
drafts,drafts,424.153,424.903,4.5806
that,that,425.167,425.452,10130
s,is,425.452,425.482,10615
bad,bad,425.482,425.842,108.02
luck,luck,425.842,426.132,17.328
for,for,426.132,426.282,8286.8
a,a,426.282,426.322,19384
plant,plant,426.322,426.881,106.16
remarked,remarked,427.245,427.64,22.004
the,the,427.64,427.74,67225
little,little,427.74,427.95,560.69
prince,prince,427.95,428.415,68.37
what,what,429.028,429.203,1547.8
a,a,429.203,429.233,19384
very,very,429.233,429.533,945.6
complicated,complicated,429.533,430.253,30.716
flower,flower,430.253,430.748,27.276
in,in,431.775,431.92,21385
the,the,431.92,431.99,67225
evening,evening,431.99,432.52,84.907
you,you,432.52,432.67,2959.7
will,will,432.67,432.77,1880.3
put,put,432.77,432.97,297.14
me,me,432.97,433.03,1037.6
under,under,433.03,433.46,741.43
a,a,433.46,433.53,19384
glass,glass,433.53,434.08,81.06
dome,dome,434.08,434.78,7.9136
it,it,434.78,434.94,7267.4
is,is,434.94,435.05,10615
very,very,435.05,435.28,945.6
cold,cold,435.28,435.96,103.58
where,where,435.96,436.06,850.35
you,you,436.06,436.34,2959.7
live,live,436.34,436.663,148.43
where,where,436.962,437.428,850.35
i,i,437.428,437.548,4918.5
come,come,437.548,437.957,427.51
from,from,437.957,438.357,4392.3
but,but,439.085,439.22,3535.3
she,she,439.22,439.4,1763.3
interrupted,interrupted,439.4,439.98,16.367
herself,herself,439.98,440.565,101.69
she,she,440.914,441.259,1763.3
had,had,441.259,441.429,3312.1
come,come,441.429,441.669,427.51
in,in,441.669,441.799,21385
the,the,441.799,441.869,67225
form,form,441.869,442.169,445.7
of,of,442.169,442.259,39205
a,a,442.259,442.319,19384
seed,seed,442.319,442.889,33.643
she,she,443.169,443.289,1763.3
couldn,could,443.289,443.599,1122.9
t,not,443.599,443.629,5726.1
have,have,443.629,443.729,3516.4
known,known,443.729,444.019,307.34
anything,anything,444.019,444.439,159.32
of,of,444.439,444.569,39205
other,other,444.569,444.799,1751.2
worlds,worlds,444.799,445.387,14.9
humiliated,humiliated,446.295,447.11,2.1865
at,at,447.11,447.23,4321.7
having,having,447.23,447.61,324.58
been,been,447.61,447.86,2049.8
caught,caught,447.86,448.29,51.684
out,out,448.29,448.61,1327.1
on,on,448.61,448.71,5817
a,a,448.71,448.79,19384
lie,lie,448.79,449.14,56.558
so,so,449.14,449.45,1834.7
naive,naive,449.45,450.07,7.1983
she,she,450.07,450.69,1763.3
coughed,coughed,450.69,451.17,1.3735
two,two,451.17,451.41,1309.2
or,or,451.41,451.56,4643.6
three,three,451.56,451.83,617.57
times,times,451.83,452.57,309.27
to,to,452.57,452.76,24495
imply,imply,452.76,453.19,17.093
the,the,453.19,453.32,67225
little,little,453.32,453.59,560.69
prince,prince,453.59,454.05,68.37
was,was,454.05,454.18,6966.8
in,in,454.18,454.28,21385
the,the,454.28,454.43,67225
wrong,wrong,454.43,454.747,86.678
the,the,455.366,455.531,67225
screen,screen,455.531,456.071,40.171
i,i,456.934,457.059,4918.5
was,was,457.059,457.199,6966.8
just,just,457.199,457.449,575
going,going,457.449,457.679,262.22
to,to,457.679,457.819,24495
look,look,457.819,457.999,249.54
for,for,457.999,458.169,8286.8
it,it,458.169,458.259,7267.4
when,when,458.259,458.389,1924.1
you,you,458.389,458.489,2959.7
spoke,spoke,458.489,458.849,61.736
to,to,458.849,458.969,24495
me,me,458.969,459.158,1037.6
then,then,460.011,460.266,1105
she,she,460.266,460.476,1763.3
forced,forced,460.476,460.926,70.102
a,a,460.926,460.976,19384
cough,cough,460.976,461.406,7.1315
to,to,461.406,461.586,24495
inflict,inflict,461.586,462.066,3.4767
still,still,462.066,462.366,516.89
more,more,462.366,462.746,1958.9
remorse,remorse,462.746,463.27,3.9057
so,so,463.908,464.113,1834.7
the,the,464.113,464.233,67225
little,little,464.233,464.463,560.69
prince,prince,464.463,465.213,68.37
despite,despite,465.213,465.753,81.123
the,the,465.753,465.883,67225
good,good,465.883,466.103,645.62
will,will,466.103,466.323,1880.3
of,of,466.323,466.423,39205
his,his,466.423,466.653,4572.3
love,love,466.653,466.957,266.05
had,had,467.142,467.507,3312.1
soon,soon,467.507,467.867,203.43
come,come,467.867,468.127,427.51
to,to,468.127,468.237,24495
doubt,doubt,468.237,468.567,109.94
her,her,468.567,468.771,2067.8
he,he,469.305,469.64,5204.1
had,had,469.64,469.79,3312.1
taken,taken,469.79,470.16,309.48
seriously,seriously,470.16,470.95,35.773
words,words,470.95,471.37,287.87
of,of,471.37,471.48,39205
no,no,471.48,471.76,1773.3
importance,importance,471.76,472.78,134.98
and,and,472.78,472.91,28654
had,had,472.91,473.03,3312.1
become,become,473.03,473.51,313.31
very,very,473.51,473.85,945.6
unhappy,unhappy,473.85,474.428,15.89
i,i,475.326,475.411,4918.5
shouldn,should,475.411,475.771,1030.9
t,not,475.771,475.831,5726.1
have,have,475.831,475.971,3516.4
listened,listened,475.971,476.371,19.279
to,to,476.371,476.591,24495
her,her,476.591,476.815,2067.8
he,he,477.09,477.175,5204.1
told,told,477.175,477.475,225
me,me,477.475,477.565,1037.6
one,one,477.565,477.835,2720.8
day,day,477.835,478.13,596.34
you,you,478.683,478.788,2959.7
should,should,478.788,478.988,1030.9
never,never,478.988,479.318,465.17
listen,listen,479.318,479.738,37.645
to,to,479.738,479.898,24495
the,the,479.898,479.978,67225
flowers,flowers,479.978,480.653,47.877
we,we,481.037,481.332,2604.7
must,must,481.332,481.682,839.4
look,look,481.682,481.882,249.54
at,at,481.882,482.032,4321.7
them,them,482.032,482.292,1518.8
and,and,482.292,482.462,28654
breathe,breathe,482.462,482.852,9.7316
their,their,482.852,483.022,2725.8
fragrance,fragrance,483.022,483.86,3.3664
mine,mine,484.394,484.769,57.178
perfumed,perfumed,484.769,485.339,1.1472
my,my,485.339,485.549,1370.3
whole,whole,485.549,485.789,334.75
planet,planet,485.789,486.369,16.155
but,but,486.927,487.042,3535.3
i,i,487.042,487.132,4918.5
didn,did,487.132,487.342,873.35
t,not,487.342,487.372,5726.1
know,know,487.372,487.432,513.45
how,how,487.432,487.742,797.72
to,to,487.742,487.892,24495
take,take,487.892,488.162,479.41
pleasure,pleasure,488.162,488.552,65.471
in,in,488.552,488.702,21385
it,it,488.702,488.967,7267.4
this,this,489.705,489.93,4844.1
business,business,489.93,490.35,289.8
of,of,490.35,490.45,39205
the,the,490.45,490.57,67225
claws,claws,490.57,491.1,3.702
which,which,491.1,491.27,3975.8
annoyed,annoyed,491.27,491.66,5.4873
me,me,491.66,491.78,1037.6
so,so,491.78,492.01,1834.7
much,much,492.01,492.434,761.24
should,should,492.818,493.043,1030.9
only,only,493.043,493.353,1437.3
have,have,493.353,493.453,3516.4
filled,filled,493.453,493.793,75.232
my,my,493.793,494.013,1370.3
heart,heart,494.013,494.353,204.16
with,with,494.353,494.543,6561.8
tenderness,tenderness,494.543,495.223,9.615
and,and,495.223,495.323,28654
pity,pity,495.323,495.767,17.26
he,he,496.725,496.79,5204.1
continued,continued,496.79,497.39,156.57
his,his,497.39,497.57,4572.3
confidences,confidences,497.57,498.43,0.9961
i,i,499.148,499.273,4918.5
didn,did,499.273,499.513,873.35
t,not,499.513,499.543,5726.1
know,know,499.543,499.763,513.45
how,how,499.763,499.963,797.72
to,to,499.963,500.113,24495
understand,understand,500.113,500.988,141
i,i,501.531,501.626,4918.5
should,should,501.626,501.836,1030.9
have,have,501.836,501.956,3516.4
her,her,501.956,502.036,2067.8
judged,judged,502.036,502.496,17.317
by,by,502.496,502.686,5954.5
her,her,502.686,502.856,2067.8
deeds,deeds,502.856,503.386,16.536
and,and,503.386,503.516,28654
not,not,503.516,503.746,5726.1
by,by,503.746,503.906,5954.5
her,her,503.906,504.116,2067.8
words,words,504.116,504.645,287.87
she,she,505.264,505.459,1763.3
overwhelmed,overwhelmed,505.459,505.999,7.2433
me,me,505.999,506.199,1037.6
with,with,506.199,506.349,6561.8
her,her,506.349,506.509,2067.8
fragrance,fragrance,506.509,507.149,3.3664
and,and,507.149,507.309,28654
light,light,507.309,507.688,282.51
i,i,508.287,508.332,4918.5
should,should,508.332,508.532,1030.9
never,never,508.532,508.812,465.17
have,have,508.812,509.002,3516.4
run,run,509.002,509.152,139.11
away,away,509.152,509.527,308.57
i,i,510.29,510.365,4918.5
should,should,510.365,510.565,1030.9
have,have,510.565,510.675,3516.4
seen,seen,510.675,510.925,294.73
the,the,510.925,511.015,67225
tenderness,tenderness,511.015,511.645,9.615
behind,behind,511.645,511.975,152.21
her,her,511.975,512.085,2067.8
contrivances,contrivances,512.085,513.094,1.0933
flowers,flowers,513.818,514.203,47.877
are,are,514.203,514.263,4685
so,so,514.263,514.533,1834.7
contradictory,contradictory,514.533,515.512,10.3
but,but,516.12,516.296,3535.3
i,i,516.296,516.336,4918.5
was,was,516.336,516.566,6966.8
too,too,516.566,516.736,490.98
young,young,516.736,517.045,295.87
to,to,517.045,517.265,24495
know,know,517.265,517.356,513.45
how,how,517.356,517.495,797.72
to,to,517.495,517.666,24495
love,love,517.666,517.905,266.05
her,her,517.905,518.15,2067.8
i,i,519.665,519.82,4918.5
think,think,519.82,520.15,357.41
that,that,520.15,520.37,10130
for,for,520.37,520.52,8286.8
his,his,520.52,520.69,4572.3
escape,escape,520.69,521.41,51.729
he,he,521.41,521.69,5204.1
took,took,521.69,521.87,284.28
advantage,advantage,521.87,522.43,80.941
of,of,522.43,522.52,39205
a,a,522.52,522.58,19384
migration,migration,522.58,523.29,24.955
of,of,523.29,523.4,39205
a,a,523.4,523.47,19384
flock,flock,523.47,523.91,8.1361
of,of,523.91,524.05,39205
wild,wild,524.05,524.54,62.23
birds,birds,524.54,525.082,49.028
on,on,525.586,526.051,5817
the,the,526.051,526.171,67225
morning,morning,526.171,526.491,138.82
of,of,526.491,526.621,39205
his,his,526.621,526.811,4572.3
departure,departure,526.811,527.461,26.083
he,he,527.461,527.851,5204.1
put,put,527.851,528.071,297.14
his,his,528.071,528.211,4572.3
planet,planet,528.211,528.631,16.155
in,in,528.631,528.731,21385
perfect,perfect,528.731,529.331,73.79
order,order,529.331,529.694,456.63
he,he,530.263,530.368,5204.1
carefully,carefully,530.368,530.968,63.834
swept,swept,530.968,531.398,16.531
out,out,531.398,531.588,1327.1
his,his,531.588,531.748,4572.3
active,active,531.748,532.128,106.3
volcanoes,volcanoes,532.128,533.052,2.5671
he,he,533.316,533.451,5204.1
owned,owned,533.451,533.701,37.993
two,two,533.701,533.961,1309.2
active,active,533.961,535.241,106.3
volcanoes;,volcanoes,535.241,535.301,2.5671
it,it,535.301,535.391,7267.4
